model,epoch,total_epoch,unix_time,iso_time
deeponet,353,50000,1788078580,2026-08-30T17:29:40+09:00
deeponet,737,50000,1788078610,2026-08-30T17:30:10+09:00
deeponet,1143,50000,1788078640,2026-08-30T17:30:40+09:00
deeponet,1525,50000,1788078670,2026-08-30T17:31:10+09:00
deeponet,1917,50000,1788078700,2026-08-30T17:31:40+09:00
deeponet,2331,50000,1788078731,2026-08-30T17:32:11+09:00
deeponet,2721,50000,1788078761,2026-08-30T17:32:41+09:00
deeponet,3135,50000,1788078791,2026-08-30T17:33:11+09:00
deeponet,3549,50000,1788078821,2026-08-30T17:33:41+09:00
deeponet,3971,50000,1788078851,2026-08-30T17:34:11+09:00
deeponet,4371,50000,1788078881,2026-08-30T17:34:41+09:00
deeponet,4781,50000,1788078911,2026-08-30T17:35:11+09:00
deeponet,5179,50000,1788078941,2026-08-30T17:35:41+09:00
deeponet,5591,50000,1788078971,2026-08-30T17:36:11+09:00
deeponet,5975,50000,1788079001,2026-08-30T17:36:41+09:00
deeponet,6375,50000,1788079031,2026-08-30T17:37:11+09:00
deeponet,6759,50000,1788079061,2026-08-30T17:37:41+09:00
deeponet,7149,50000,1788079091,2026-08-30T17:38:11+09:00
deeponet,7549,50000,1788079121,2026-08-30T17:38:41+09:00
deeponet,7961,50000,1788079151,2026-08-30T17:39:11+09:00
deeponet,8391,50000,1788079181,2026-08-30T17:39:41+09:00
deeponet,8804,50000,1788079212,2026-08-30T17:40:12+09:00
deeponet,9206,50000,1788079242,2026-08-30T17:40:42+09:00
deeponet,9606,50000,1788079272,2026-08-30T17:41:12+09:00
deeponet,10015,50000,1788079302,2026-08-30T17:41:42+09:00
deeponet,10417,50000,1788079332,2026-08-30T17:42:12+09:00
deeponet,10810,50000,1788079362,2026-08-30T17:42:42+09:00
deeponet,11202,50000,1788079392,2026-08-30T17:43:12+09:00
deeponet,11618,50000,1788079422,2026-08-30T17:43:42+09:00
deeponet,12016,50000,1788079452,2026-08-30T17:44:12+09:00
deeponet,12446,50000,1788079483,2026-08-30T17:44:43+09:00
deeponet,12856,50000,1788079513,2026-08-30T17:45:13+09:00
deeponet,13272,50000,1788079543,2026-08-30T17:45:43+09:00
deeponet,13683,50000,1788079573,2026-08-30T17:46:13+09:00
deeponet,14111,50000,1788079603,2026-08-30T17:46:43+09:00
deeponet,14569,50000,1788079633,2026-08-30T17:47:13+09:00
deeponet,15032,50000,1788079663,2026-08-30T17:47:43+09:00
deeponet,15472,50000,1788079693,2026-08-30T17:48:13+09:00
deeponet,15894,50000,1788079724,2026-08-30T17:48:44+09:00
deeponet,16313,50000,1788079754,2026-08-30T17:49:14+09:00
deeponet,16711,50000,1788079784,2026-08-30T17:49:44+09:00
deeponet,17123,50000,1788079814,2026-08-30T17:50:14+09:00
deeponet,17539,50000,1788079844,2026-08-30T17:50:44+09:00
deeponet,17931,50000,1788079874,2026-08-30T17:51:14+09:00
deeponet,18315,50000,1788079905,2026-08-30T17:51:45+09:00
deeponet,18699,50000,1788079935,2026-08-30T17:52:15+09:00
deeponet,19081,50000,1788079965,2026-08-30T17:52:45+09:00
deeponet,19465,50000,1788079995,2026-08-30T17:53:15+09:00
deeponet,19847,50000,1788080025,2026-08-30T17:53:45+09:00
deeponet,20229,50000,1788080056,2026-08-30T17:54:16+09:00
deeponet,20576,50000,1788080086,2026-08-30T17:54:46+09:00
deeponet,20942,50000,1788080116,2026-08-30T17:55:16+09:00
deeponet,21309,50000,1788080146,2026-08-30T17:55:46+09:00
deeponet,21689,50000,1788080176,2026-08-30T17:56:16+09:00
deeponet,22089,50000,1788080207,2026-08-30T17:56:47+09:00
deeponet,22467,50000,1788080237,2026-08-30T17:57:17+09:00
deeponet,22875,50000,1788080267,2026-08-30T17:57:47+09:00
deeponet,23297,50000,1788080297,2026-08-30T17:58:17+09:00
deeponet,23721,50000,1788080328,2026-08-30T17:58:48+09:00
deeponet,24143,50000,1788080358,2026-08-30T17:59:18+09:00
deeponet,24549,50000,1788080388,2026-08-30T17:59:48+09:00
deeponet,24965,50000,1788080418,2026-08-30T18:00:18+09:00
deeponet,25377,50000,1788080449,2026-08-30T18:00:49+09:00
deeponet,25781,50000,1788080479,2026-08-30T18:01:19+09:00
deeponet,26223,50000,1788080509,2026-08-30T18:01:49+09:00
deeponet,26671,50000,1788080539,2026-08-30T18:02:19+09:00
deeponet,27112,50000,1788080570,2026-08-30T18:02:50+09:00
deeponet,27538,50000,1788080600,2026-08-30T18:03:20+09:00
deeponet,27952,50000,1788080630,2026-08-30T18:03:50+09:00
deeponet,28397,50000,1788080660,2026-08-30T18:04:20+09:00
deeponet,28819,50000,1788080691,2026-08-30T18:04:51+09:00
deeponet,29233,50000,1788080721,2026-08-30T18:05:21+09:00
deeponet,29656,50000,1788080751,2026-08-30T18:05:51+09:00
deeponet,30092,50000,1788080782,2026-08-30T18:06:22+09:00
deeponet,30535,50000,1788080812,2026-08-30T18:06:52+09:00
deeponet,30973,50000,1788080842,2026-08-30T18:07:22+09:00
deeponet,31383,50000,1788080873,2026-08-30T18:07:53+09:00
deeponet,31791,50000,1788080903,2026-08-30T18:08:23+09:00
deeponet,32189,50000,1788080933,2026-08-30T18:08:53+09:00
deeponet,32593,50000,1788080964,2026-08-30T18:09:24+09:00
deeponet,32997,50000,1788080994,2026-08-30T18:09:54+09:00
deeponet,33455,50000,1788081024,2026-08-30T18:10:24+09:00
deeponet,33910,50000,1788081055,2026-08-30T18:10:55+09:00
deeponet,34314,50000,1788081085,2026-08-30T18:11:25+09:00
deeponet,34734,50000,1788081115,2026-08-30T18:11:55+09:00
deeponet,35159,50000,1788081146,2026-08-30T18:12:26+09:00
deeponet,35561,50000,1788081176,2026-08-30T18:12:56+09:00
deeponet,35997,50000,1788081207,2026-08-30T18:13:27+09:00
deeponet,36460,50000,1788081237,2026-08-30T18:13:57+09:00
deeponet,36920,50000,1788081267,2026-08-30T18:14:27+09:00
deeponet,37320,50000,1788081298,2026-08-30T18:14:58+09:00
deeponet,37734,50000,1788081328,2026-08-30T18:15:28+09:00
deeponet,38140,50000,1788081359,2026-08-30T18:15:59+09:00
deeponet,38570,50000,1788081389,2026-08-30T18:16:29+09:00
deeponet,39000,50000,1788081419,2026-08-30T18:16:59+09:00
deeponet,39459,50000,1788081450,2026-08-30T18:17:30+09:00
deeponet,39929,50000,1788081480,2026-08-30T18:18:00+09:00
deeponet,40364,50000,1788081511,2026-08-30T18:18:31+09:00
deeponet,40776,50000,1788081541,2026-08-30T18:19:01+09:00
deeponet,41224,50000,1788081572,2026-08-30T18:19:32+09:00
deeponet,41672,50000,1788081602,2026-08-30T18:20:02+09:00
deeponet,42126,50000,1788081632,2026-08-30T18:20:32+09:00
deeponet,42580,50000,1788081663,2026-08-30T18:21:03+09:00
deeponet,43041,50000,1788081693,2026-08-30T18:21:33+09:00
deeponet,43457,50000,1788081724,2026-08-30T18:22:04+09:00
deeponet,43860,50000,1788081754,2026-08-30T18:22:34+09:00
deeponet,44256,50000,1788081785,2026-08-30T18:23:05+09:00
deeponet,44665,50000,1788081815,2026-08-30T18:23:35+09:00
deeponet,45045,50000,1788081846,2026-08-30T18:24:06+09:00
deeponet,45427,50000,1788081876,2026-08-30T18:24:36+09:00
deeponet,45805,50000,1788081907,2026-08-30T18:25:07+09:00
deeponet,46189,50000,1788081937,2026-08-30T18:25:37+09:00
deeponet,46559,50000,1788081968,2026-08-30T18:26:08+09:00
deeponet,46939,50000,1788081999,2026-08-30T18:26:39+09:00
deeponet,47329,50000,1788082029,2026-08-30T18:27:09+09:00
deeponet,47705,50000,1788082060,2026-08-30T18:27:40+09:00
deeponet,48089,50000,1788082090,2026-08-30T18:28:10+09:00
