model,epoch,total_epoch,unix_time,iso_time
hyper_mscale_deeponet,5,50000,1788046781,2026-08-30T08:39:41+09:00
hyper_mscale_deeponet,62,50000,1788046841,2026-08-30T08:40:41+09:00
hyper_mscale_deeponet,116,50000,1788046901,2026-08-30T08:41:41+09:00
hyper_mscale_deeponet,170,50000,1788046961,2026-08-30T08:42:41+09:00
hyper_mscale_deeponet,225,50000,1788047021,2026-08-30T08:43:41+09:00
hyper_mscale_deeponet,276,50000,1788047081,2026-08-30T08:44:41+09:00
hyper_mscale_deeponet,332,50000,1788047141,2026-08-30T08:45:41+09:00
hyper_mscale_deeponet,385,50000,1788047202,2026-08-30T08:46:42+09:00
hyper_mscale_deeponet,441,50000,1788047262,2026-08-30T08:47:42+09:00
hyper_mscale_deeponet,498,50000,1788047322,2026-08-30T08:48:42+09:00
hyper_mscale_deeponet,555,50000,1788047382,2026-08-30T08:49:42+09:00
hyper_mscale_deeponet,606,50000,1788047442,2026-08-30T08:50:42+09:00
hyper_mscale_deeponet,658,50000,1788047502,2026-08-30T08:51:42+09:00
hyper_mscale_deeponet,712,50000,1788047562,2026-08-30T08:52:42+09:00
hyper_mscale_deeponet,766,50000,1788047622,2026-08-30T08:53:42+09:00
hyper_mscale_deeponet,818,50000,1788047682,2026-08-30T08:54:42+09:00
hyper_mscale_deeponet,872,50000,1788047742,2026-08-30T08:55:42+09:00
hyper_mscale_deeponet,924,50000,1788047802,2026-08-30T08:56:42+09:00
hyper_mscale_deeponet,980,50000,1788047862,2026-08-30T08:57:42+09:00
hyper_mscale_deeponet,1031,50000,1788047922,2026-08-30T08:58:42+09:00
hyper_mscale_deeponet,1086,50000,1788047982,2026-08-30T08:59:42+09:00
hyper_mscale_deeponet,1141,50000,1788048042,2026-08-30T09:00:42+09:00
hyper_mscale_deeponet,1196,50000,1788048102,2026-08-30T09:01:42+09:00
hyper_mscale_deeponet,1252,50000,1788048162,2026-08-30T09:02:42+09:00
hyper_mscale_deeponet,1304,50000,1788048222,2026-08-30T09:03:42+09:00
hyper_mscale_deeponet,1361,50000,1788048282,2026-08-30T09:04:42+09:00
hyper_mscale_deeponet,1411,50000,1788048342,2026-08-30T09:05:42+09:00
hyper_mscale_deeponet,1461,50000,1788048402,2026-08-30T09:06:42+09:00
hyper_mscale_deeponet,1516,50000,1788048462,2026-08-30T09:07:42+09:00
hyper_mscale_deeponet,1569,50000,1788048522,2026-08-30T09:08:42+09:00
hyper_mscale_deeponet,1624,50000,1788048582,2026-08-30T09:09:42+09:00
hyper_mscale_deeponet,1677,50000,1788048642,2026-08-30T09:10:42+09:00
hyper_mscale_deeponet,1729,50000,1788048702,2026-08-30T09:11:42+09:00
hyper_mscale_deeponet,1788,50000,1788048762,2026-08-30T09:12:42+09:00
hyper_mscale_deeponet,1841,50000,1788048822,2026-08-30T09:13:42+09:00
hyper_mscale_deeponet,1896,50000,1788048882,2026-08-30T09:14:42+09:00
hyper_mscale_deeponet,1948,50000,1788048942,2026-08-30T09:15:42+09:00
hyper_mscale_deeponet,2002,50000,1788049002,2026-08-30T09:16:42+09:00
